hotel_id,reviewDate,itineraryId,tripType,rating,description
1344945952,2020년 9월 14일,9196902905665,business,8.0,
1344945952,2020년 7월 13일,9201269638204,business,2.0,
1344945952,2020년 5월 22일,9195821601150,with-friends,10.0,
