hotel_id,hotel_name,hotel_grade,n_reviews,avg_rating,cleanliness,service,comfort,condition,neighbourhood,region,locality
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569060,호텔 리젠트 마린 (Hotel RegentMarine),3.5,67,8.4,8.6,8.4,8.6,8.4,8.6,제주특별자치도,제주시
569057,컬러인제주 (Color in Jeju),3.5,67,8.0,8.6,8.2,8.2,8.2,10.0,제주특별자치도,제주시
569057,컬러인제주 (Color in Jeju),3.5,67,8.0,8.6,8.2,8.2,8.2,10.0,제주특별자치도,제주시
601852,페나테스 풀빌라 (Penatess Pool Villa),3.5,67,6.6,6.0,6.4,6.6,6.4,2.0,충청북도,충주시
601852,페나테스 풀빌라 (Penatess Pool Villa),3.5,67,6.6,6.0,6.4,6.6,6.4,2.0,충청북도,충주시
618540800,제주 머무리 (Jeju Meomuri),2.5,67,8.0,8.0,8.0,8.0,6.0,0.0,0.0,서귀포시
618540800,제주 머무리 (Jeju Meomuri),2.5,67,8.0,8.0,8.0,8.0,6.0,0.0,0.0,서귀포시
438039,와우 힐스 게스트하우스 (Wow Hills Guest House),2.0,67,9.2,8.6,9.2,7.8,8.6,10.0,서울특별시,서울특별시
438039,와우 힐스 게스트하우스 (Wow Hills Guest House),2.0,67,9.2,8.6,9.2,7.8,8.6,10.0,서울특별시,서울특별시
601887,서면 이그니스 호텔 (Hotel Ignis Busan Seomyeon),2.5,67,8.4,7.8,8.4,8.0,8.0,8.2,0.0,부산광역시
